id,title,acronym,paper_count,paper_text,status
ACM-MM,34th ACM International Conference on Multimedia,ACM-MM,0,,skipped-no-papers
ACML,Asian Conference on Machine Learning,ACML,0,,skipped-no-papers
ACMLC,2026 8th Asia Conference on Machine Learning and Computing,ACMLC,0,,skipped-no-papers
ACMMM,ACM Multimedia,ACMMM,10,"Improving Few-shot Image Generation by Structural Discrimination and Textural Modulation: Few-shot image generation, which aims to produce plausible and diverse images for one category given a few images from this category, has drawn extensive attention. Existing approaches either globally interpolate different images or fuse local representations with pre-defined coefficients. However, such an intuitive combination of images/features only exploits the most relevant information for generation, leading to poor diversity and coarse-grained semantic fusion. To remedy this, this paper proposes a novel textural modulation (TexMod) mechanism to inject external semantic signals into internal local representations. Parameterized by the feedback from the discriminator, our TexMod enables more fined-grained semantic injection while maintaining the synthesis fidelity. Moreover, a global structural discriminator (StructD) is developed to explicitly guide the model to generate images with reasonable layout and outline. Furthermore, the frequency awareness of the model is reinforced by encouraging the model to distinguish frequency signals. Together with these techniques, we build a novel and effective model for few-shot image generation. The effectiveness of our model is identified by extensive experiments on three popular datasets and various settings. Besides achieving state-of-the-art synthesis performance on these datasets, our proposed techniques could be seamlessly integrated into existing models for a further performance boost. Our code and models are available at \hrefhttps://github.com/kobeshegu/SDTM-GAN-ACMMM-2023 here.

Open-Sourcing VR2Gather: A Collaborative Social VR System for Adaptive Multi-Party Real Time Communication: Social Virtual Reality is envisioned to transform how individuals communicate remotely, offering a sense of immersion and co-presence within a virtual space. Current platforms enabling remote social interactions rely on synthetic user representations. We address this limitation by enabling realistic human representation through volumetric content capture, encoding and transmission. Specifically, we present an extended version of VR2Gather, now a fully open source Unity package, available at https://github.com/cwi-dis/VR2Gather-acmmm-oss. Our platform is a customisable system to transmit volumetric content in a multi-party real-time environment, easy to integrate into existing applications.

A Solution to ACMMM 2024 on Artificial Intelligence Generated Image Detection: In this rapidly evolving era of AI technology, image generation models are pushing the boundaries of art, design, and even information dissemination at an unprecedented pace. However, alongside this technological advancement comes the growing challenge of combating misinformation and image manipulation. One major difficulty in determining AI-generated images lies in dealing with various generation models. In this report, our core solution can be summarized as ''balancing data sources is key to enhancing the generalization capability of the detection model.'' In the competition, we achieved a score of 0.9558 on the B leaderboard, ultimately securing the second place.

Ægis: AI-Enhanced OSINT for Multimedia Verification: The pervasive spread of multimedia misinformation and disinformation presents a significant challenge to information integrity, demanding robust and efficient verification methodologies. Accurately assessing the authenticity and context of complex multimedia content across diverse platforms requires advanced analytical capabilities. This work introduces Ægis, a novel AI-enhanced solution developed as the authors' submission to the ACMMM'25 - Grand Challenge on Multimedia Verification, aimed at improving the efficiency of multimedia verification. The proposed solution integrates both state-of-the-art and traditional verification tools to comprehensively address various aspects of verification tasks, including event summarization, forensic analysis, and evidence validation. In addition to selectively applied verification modules, large language models (LLMs) are leveraged extensively to fuse findings, perform reasoning, and generate structured verification reports-significantly streamlining the verification process. Demonstrated on the competition multimedia dataset, Ægis accurately validates content integrity, extracts geospatial and temporal information, and identifies content origin across platforms, offering reliable and ethical support for real-world fact-checking.

Video Visual Relation Detection via Multi-modal Feature Fusion: Video visual relation detection is a meaningful research problem, which aims to build a bridge between dynamic vision and language. In this paper, we propose a novel video visual relation detection method with multi-model feature fusion. First, we detect objects on each frame densely with the state-of-the-art video object detection model, flow-guided feature aggregation (FGFA), and generate object trajectories by linking the temporally independent objects with Seq-NMS and KCF tracker. Next, we break the relation candidates, i.e., co-occurrent object trajectory pairs, into short-term segments and predict relations with spatial-temporal feature and language context feature. Finally, we greedily associate the short-term relation segments into complete relation instances. The experiment results show that our proposed method outperforms other methods by a large margin, which also earned us the first place in visual relation detection task of Video Relation Understanding Challenge (VRU), ACMMM 2019.

Beauty Product Image Retrieval Based on Multi-Feature Fusion and Feature Aggregation: We propose a beauty product image retrieval method based on multi-feature fusion and feature aggregation. The key idea is representing the image with the feature vector obtained by multi-feature fusion and feature aggregation. VGG16 and ResNet50 are chosen to extract image features, and Crow is adopted to perform deep feature aggregation. Benefited from the idea of transfer learning, we fine turn VGG16 on the Perfect-500K data set to improve the performance of image retrieval. The proposed method won the third price in Perfect Corp. Challenge 2018 with the best result 0.270676 mAP. We released our code on GitHub: https://github.com/wangqi12332155/ACMMM-beauty-AI-challenge.

A Textual-Visual-Entailment-based Unsupervised Algorithm for Cheapfake Detection: The growth of communication has led to misinformation in many different forms. ""Cheapfake"" is a recently coined term referring to manipulated media generated by non-AI techniques. One of the most prevalent ways to create cheapfakes is by simply altering the context of an image/video using a misleading caption. The ""ACMMM 2022 Grand Challenge on Detecting Cheapfakes"" has raised the problem of catching the out-of-context misuse to assist fact-checkers, as detecting conflicting image-caption sets helps narrow the search space. To cope with this challenge, we propose a multimodal heuristic method. The proposed method expands the baseline method of the challenge (i.e., COSMOS) with four additional components (i.e., Natural Language Inference, Fabricated Claims Detection, Visual Entailment, and Online Caption Checking) towards overcoming the current weaknesses of the baseline. During runtime, our proposed method has achieved a maximum of 89.1% accuracy on Task 1, which is 7.2% higher than the baseline method, and 73% accuracy on Task 2. The code for our solution is publicly available on Github1 https://github.com/pwnyniche/acmmmcheapfake2022 and the Docker image can be found on DockerHub2 https://hub.docker.com/repository/docker/tqtnk2000/acmmmcheapfakes.

Panoptic Image Annotation with a Collaborative Assistant: This paper aims to reduce the time to annotate images for panoptic segmentation, which requires annotating segmentation masks and class labels for all object instances and stuff regions. We formulate our approach as a collaborative process between an annotator and an automated assistant who take turns to jointly annotate an image using a predefined pool of segments. Actions performed by the annotator serve as a strong contextual signal. The assistant intelligently reacts to this signal by annotating other parts of the image on its own, which reduces the amount of work required by the annotator. We perform thorough experiments on the COCO panoptic dataset, both in simulation and with human annotators. These demonstrate that our approach is significantly faster than the recent machine-assisted interface of [Andriluka 18 ACMMM], and $2.4\times$ to $5\times$ faster than manual polygon drawing. Finally, we show on ADE20k that our method can be used to efficiently annotate new datasets, bootstrapping from a very small amount of annotated data.

A Combination of Visual-Semantic Reasoning and Text Entailment-based Boosting Algorithm for Cheapfake Detection: Misuse of real photographs with conflicting image captions in news items is one case of out-of-context (OOC) misuse of media. To detect out-of-context given pair of news (i.e., captions) and attached image, people should determine the truthfulness of the statement and evaluate whether the triplet talks to the same event. This paper presents a new method to detect the OOC media challenge introduced in ACMMM'22 Grand Challenge on Detecting Cheapfakes. For $Task_1$ (i.e., detect conflicting image-caption triplets), our approach uses bottom-up attention with visual semantic reasoning to extract global features of the image to perform comprehensive image-text matching, multiple models of natural language processing to extract semantic relation of the caption and utilize boosting to improve the accuracy of the performance. Our method achieved an 85.5% accuracy score on 80% of the testing dataset and has 4.5% higher accuracy than baseline. For Task2 (i.e., determine whether a given (Image, Caption) pair is real or fake), we detect the veracity of captioned image base semantic features and correlation between image/caption and achieve 76% accuracy. Our source code is available at https://github.com/latuanvinh1998/Cheapfakes_detection_acmmm. Docker for submission is available at https://hub.docker.com/repository/docker/latuanvinh1998/acmmmcheapfakes.

VER-Bench: Evaluating MLLMs on Reasoning with Fine-Grained Visual Evidence: With the rapid development of MLLMs, evaluating their visual capabilities has become increasingly crucial. Current benchmarks primarily fall into two main types: basic perception benchmarks,which focus on local details but lack deep reasoning (e.g., ''what is in the image?''), and mainstream reasoning benchmarks, which concentrate on prominent image elements but may fail to assess subtle clues requiring intricate analysis. However, profound visual understanding and complex reasoning depend more on interpreting subtle, inconspicuous local details than on perceiving salient, macro-level objects. These details, though occupying minimal image area, often contain richer, more critical information for robust analysis. To bridge this gap, we introduce the VER-Bench, a novel framework to evaluate MLLMs' ability to: 1) identify fine-grained visual clues, often occupying, on average, just 0.25% of the image area; 2) integrate these clues with world knowledge for complex reasoning. Comprising 374 carefully designed questions across Geospatial, Temporal, Situational, Intent, System State, and Symbolic reasoning, each question in VER-Bench is accompanied by structured evidence: visual clues and question-related reasoning derived from them. VER-Bench reveals current models' limitations in extracting subtle visual evidence and constructing evidence-based reasoning chains, highlighting the need to enhance models' capabilities in fine-grained visual evidence extraction, integration, and reasoning for genuine visual understanding and human-like analysis. The dataset is available at https://github.com/verbta/ACMMM-25-Materials.",success
ACM_WiSec,19th ACM Conference on Security and Privacy in Wireless and Mobile Networks,ACM_WiSec,0,,skipped-no-papers
ACNS,International Conference on Applied Cryptography and Network Security,ACNS,0,,skipped-no-papers
ACOS-MSS,2025 ACOS-MSS Spring Conference,ACOS-MSS,0,,skipped-no-papers
ACRA,Australasian Conference on Robotics and Automation,ACRA,0,,skipped-no-papers
ACSAC,Annual Computer Security Applications Conference,ACSAC,0,,skipped-no-papers
ACSSC,"Asilomar Conference on Signals, Systems, and Computers",ACSSC,0,,skipped-no-papers
ACSW,Australasian Computer Science Week 2026,ACSW,0,,skipped-no-papers
ACiD,Algorithms and Complexity in Durham,ACiD,0,,skipped-no-papers
ADBIS,Symposium on Advances in DB and Information Systems,ADBIS,2,"ADBIS, TPDL and EDA 2020 Common Workshops and Doctoral Consortium: International Workshops: DOING, MADEISD, SKG, BBIGAP, SIMPDA, AIMinScience 2020 and Doctoral Consortium, Lyon, France, August 25–27, 2020, Proceedings: This paper focuses on a domain expert querying system over databases. It presents a solution designed for a French enterprise interested in offering a natural language interface for its clients. The approach, based on entity enrichment, aims at translating natural language queries into database queries. In this paper, the database is treated through a logical paradigm, suggesting the adaptability of our approach to different database models. The good precision of our method is shown through some preliminary experiments.

Databases and Information Systems in the AI Era: Contributions from ADBIS, TPDL and EDA 2020 Workshops and Doctoral Consortium: Research on database and information technologies has been rapidly evolving over the last couple of years. This evolution was lead by three major forces: Big Data, AI and Connected World that open the door to innovative research directions and challenges, yet exploiting four main areas: (i) computational and storage resource modeling and organization; (ii) new programming models, (iii) processing power and (iv) new applications that emerge related to health, environment, education, Cultural Heritage, Banking, etc. The 24th East-European Conference on Advances in Databases and Information Systems (ADBIS 2020), the 24th International Conference on Theory and Practice of Digital Libraries (TPDL 2020) and the 16th Workshop on Business Intelligence and Big Data (EDA 2020), held during August 25–27, 2020, at Lyon, France, and associated satellite events aimed at covering some emerging issues related to database and information system research in these areas. The aim of this paper is to present such events, their motivations, and topics of interest, as well as briefly outline the papers selected for presentations. The selected papers will then be included in the remainder of this volume.",success
ADC,Australian Database Conference,ADC,0,,skipped-no-papers
ADCS,International Conference on Distributed Computing Systems,ADCS,0,,skipped-no-papers
ADMA,International Conference on Advanced Data Mining and Applications,ADMA,0,,skipped-no-papers
ADMA ICDM,Twenty First Annual Conference of the Academy of Discrete Mathematics and its Applications (ADMA) International Conference on Discrete Mathematics (ICDM),ADMA ICDM,0,,skipped-no-papers
AFT,Advances in Financial Technologies,AFT,0,,skipped-no-papers
AI,Databricks Data + AI Summit 2026,AI,4,"Transforming Precision Pain Care with Artificial Intelligence: Chronic pain is highly prevalent worldwide and remains a major source of suffering, disability, and economic burden. Yet, many clinical pain conditions continue to be challenging to treat. Because pain is a complex, multidimensional experience shaped by various biological, etiological, psychological, and social factors, accurate diagnosis and effective management require comprehensive, personalized approaches. Artificial Intelligence (AI) technologies, such as machine learning and deep learning, have advanced rapidly over the past decade and are becoming a powerful aid in pain medicine. In this narrative review, we begin with a concise overview of the evolution of AI applications in pain care, and then highlight recent progress in integrating AI tools to analyze multimodal datasets, enhance pain diagnosis and assessment, predict pain progression, develop optimal treatment strategies, and select drugs to reduce opioid reliance. We next propose an evolving conceptual framework to support clinicians in making clinical decisions, monitoring, and optimizing the treatment for specific pain conditions, such as post-surgical pain and musculoskeletal pain. Finally, we discuss future opportunities and challenges for incorporating AI into precision and personalized pain care.

Evaluating AI-Assisted Search vs. Traditional Keyword Search: A Comparative Study of ChatGPT and Google: This paper presents a comparative analysis of AI-assisted search using ChatGPT and traditional keyword-based search via Google. Unlike conventional search engines that require users to browse through links, ChatGPT delivers direct, conversational responses. Both methods are evaluated across 80 diverse, manually curated queries, focusing on response time and factual accuracy (hallucinations). Results indicate that ChatGPT offers faster answers—approximately 2.5 times quicker on average, but is more prone to factual inaccuracies. In contrast, Google provides more reliable and verifiable information, albeit with longer response times. Key contributions of this study include: a systematic evaluation of ChatGPT and Google across multiple query types, a quantitative comparison of speed and factual correctness, and an exploration of the trade-offs between user efficiency and information reliability. Findings suggest that while AI-assisted search enhances user convenience, traditional search engines remain superior in terms of factual trustworthiness. A hybrid search model combining the speed of AI with the accuracy of traditional search engines is proposed to optimize future information retrieval.

Provider Perspectives on Artificial Intelligence–Guided Screening for Low Ejection Fraction in Primary Care: Qualitative Study: Background The promise of artificial intelligence (AI) to transform health care is threatened by a tangle of challenges that emerge as new AI tools are introduced into clinical practice. AI tools with high accuracy, especially those that detect asymptomatic cases, may be hindered by barriers to adoption. Understanding provider needs and concerns is critical to inform implementation strategies that improve provider buy-in and adoption of AI tools in medicine. Objective This study aimed to describe provider perspectives on the adoption of an AI-enabled screening tool in primary care to inform effective integration and sustained use. Methods A qualitative study was conducted between December 2019 and February 2020 as part of a pragmatic randomized controlled trial at a large academic medical center in the United States. In all, 29 primary care providers were purposively sampled using a positive deviance approach for participation in semistructured focus groups after their use of the AI tool in the randomized controlled trial was complete. Focus group data were analyzed using a grounded theory approach; iterative analysis was conducted to identify codes and themes, which were synthesized into findings. Results Our findings revealed that providers understood the purpose and functionality of the AI tool and saw potential value for more accurate and faster diagnoses. However, successful adoption into routine patient care requires the smooth integration of the tool with clinical decision-making and existing workflow to address provider needs and preferences during implementation. To fulfill the AI tool’s promise of clinical value, providers identified areas for improvement including integration with clinical decision-making, cost-effectiveness and resource allocation, provider training, workflow integration, care pathway coordination, and provider-patient communication. Conclusions The implementation of AI-enabled tools in medicine can benefit from sensitivity to the nuanced context of care and provider needs to enable the useful adoption of AI tools at the point of care. Trial Registration ClinicalTrials.gov NCT04000087; https://clinicaltrials.gov/ct2/show/NCT04000087

MASALA: Model-Agnostic Surrogate Explanations by Locality Adaptation: Existing local Explainable AI (XAI) methods, such as LIME, select a region of the input space in the vicinity of a given input instance, for which they approximate the behaviour of a model using a simpler and more interpretable surrogate model. The size of this region is often controlled by a user-defined locality hyperparameter. In this paper, we demonstrate the difficulties associated with defining a suitable locality size to capture impactful model behaviour, as well as the inadequacy of using a single locality size to explain all predictions. We propose a novel method, MASALA, for generating explanations, which automatically determines the appropriate local region of impactful model behaviour for each individual instance being explained. MASALA approximates the local behaviour used by a complex model to make a prediction by fitting a linear surrogate model to a set of points which experience similar model behaviour. These points are found by clustering the input space into regions of linear behavioural trends exhibited by the model. We compare the fidelity and consistency of explanations generated by our method with existing local XAI methods, namely LIME and CHILLI. Experiments on the PHM08 and MIDAS datasets show that our method produces more faithful and consistent explanations than existing methods, without the need to define any sensitive locality hyperparameters.",success
AIAI,22nd International Conference on Artificial Intelligence Applications and Innovations,AIAI,1,IC-AIAI 2018 Preface: The International Conference on Artificial Intelligence: Applications and Innovations (ICAIAI 2018) is the successor of the International Conferences on Engineering and Telecommunication (EnT) that we have held for four years in Moscow at the Moscow Institute of Physics and Technology (MIPT).,success
AICCSA,ACS/IEEE International Conference on Computer Systems and Applications,AICCSA,3,"AICCSA 2019 “Women in Science, Technology, Engineering, and Mathematics” Speakers: 30+ years’ experience, in the fields of; Leadership, Management, Globalization, Pre-sales, Software Engineering, Quality Management, Business Processes, Business Controls, Corporate Social Responsibility and Project Management, with a focus on Diversity and Work Life Balance as extra curriculum activities. Mona is currently leading IBM Middle East & Africa Client Centers in 7 countries. The Centers’ teams are responsible for creating a memorable immersive and essential Client experience on the IBM innovative solutions, Industries and Imperatives. She is a passionate renowned facilitator of the Humane Centric approach: Design Thinking, she has facilitated 26 Workshops for IBM Clients in addition to 6 Internal Workshops with flying colors client feedback. She has held the honorary position of: Women Leadership Council in IBM Egypt 2005 till 2015, supporting 400+ ladies within IBM Egypt, on how to manage their gender related concerns, work life balance, motivation and career progress activities. On another dimension, Mona is the Founder and Director of Heya Hayah, a social enterprise focused on increasing the awareness of Egyptian Women and their capability to play an active role within their zones of influence to lead and manage their lives. Mona has a bachelor’s Degree in architectural engineering from Cairo University, an MBA in International Management from ESLSCA (École Supérieure Libre des Sciences Commerciales Appliquées) in the Relationship between Diversity and Creativity, and a Doctor of Business Administration from Ain Shams University in the `impact of Responsible Leadership on Employee Intention to Leave. She is a mother of two, a 24 years old young man and a 22 years young lady, both in the field of Dentistry.

Message from the AICCSA 2018 Program Chairs: AICCSA 2018 Conference, in collaboration with IEEE, continues its mission of covering all contemporary areas in computer systems and applications, and providing the latest results on theory, design, analysis, implementation, and application in these important and rapidly changing domains. Indeed, this edition addresses nine areas and the technical program presents high-quality papers in: (1) Knowledge Engineering, (2) Artificial Intelligence, (3) Linguistics, (4) Sensors and Networks, (5) Databases, Information Systems and Security, (6) Image processing and Computer Vision, (7) Computing, (8) Data Science, (9) Software Engineering.

AICCSA 2019 Tutorial Speakers: Provides an abstract for each of the tutorial presentations and may include a brief professional biography of each presenter. The complete presentations were not made available for publication as part of the conference proceedings.",success
AICE,Australian Institute of Computer Ethics Conference 2020,AICE,0,,skipped-no-papers
